tab delimited	contribution
data_model_version	description
3.0	Downloaded from MagIC at 2026-02-05T15:23:58.389Z.
>>>>>>>>>>
tab delimited	locations
location	location_type	location_alternatives	result_name	result_type	method_codes	citations	expedition_name	expedition_ship	geologic_classes	lithologies	plate_blocks	terranes	geological_province_sections	tectonic_settings	lat_s	lat_n	lon_w	lon_e	elevation_low	elevation_high	continent_ocean	country	state_province	ocean_sea	region	village_city	age	age_sigma	age_low	age_high	age_unit	dir_tilt_correction	dir_dec	dir_inc	dir_alpha95	dir_k	dir_k_ratio	dir_polarity	dir_n_sites	dir_n_samples	fold_test_significance	fold_test	conglomerate_test	contact_test	reversal_test	pole_lat	pole_lon	pole_dp	pole_dm	pole_alpha95	pole_k	pole_comp_name	pole_reversed_perc	pole_antipodal_angle	description	rock_magnetic_test	external_database_ids	analysts
Okataina Volcanic Centre (New Zealand)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					-38.251	-38.039	176.366	176.572									5.0				Ma																											
Ruapehu volcano (New Zealand)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					-39.3	-39.2	175.6	175.6									5.0				Ma																											
Martinique (France)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					14.46	14.87	298.1	298.88									5.0				Ma																											
La Palma Canary Islands (Spain)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					28.6537	28.8364	342.0383	342.23									5.0				Ma																											
San Francisco Volcanics (USA)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					35.17	35.5887	247.7281	248.6415									5.0				Ma																											
Snake River (USA)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					42.4556	44.1566	244.923	248.574									5.0				Ma																											
Society Islands (French Polynesia)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					-17.65	-16.44	207.74	210.62									5.0				Ma																											
Datong  (China)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					40.0	40.5	113.65	113.8									5.0				Ma																											
McMurdo	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					-78.4	-77.22	162.14	169.33									5.0				Ma																											
Golan Heights plateau (Israel)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					32.17677	33.9597	35.651932	35.85139									5.0				Ma																											
Caviahue Copahue	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					-37.97646	-37.78071	288.8595	289.2184									5.0				Ma																											
Boring volcanic field	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					45.17912	45.8292	237.1678	238.01466									5.0				Ma																											
Colombia	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					1.131	1.574	282.508	283.078									5.0				Ma																											
South Eastern (Spain)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					36.89	38.46	358.0	358.92									5.0				Ma																											
Fljotsdalur (Iceland)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					64.886	65.015	344.606	344.993									5.0				Ma																											
Saint Helena	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					-16.004	-15.91	354.28	354.346									5.0				Ma																											
Mountain Taranaki (New Zealand)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					-39.297	-39.293	174.061	174.065									5.0				Ma																											
Tacambaro-Puruaran  (Mexico)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					19.12	19.211	258.487	258.88									5.0				Ma																											
Eastern Trans-Mexican Volcanic Belt (Mexico)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					18.447	19.962	257.97	264.901									5.0				Ma																											
El Hierro (Spain)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					27.75	27.75	342.0	342.0									5.0				Ma																											
Laki and Eldgjo (Iceland)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					63.618	64.366	337.283	342.162									5.0				Ma																											
Guadeloupe (French West Indies)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					16.04	16.97	298.22	298.41									5.0				Ma																											
Pinacate Volanic Field (Mexico)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					31.56	31.97	246.38	246.65									5.0				Ma																											
North Harguita (East Carpathians)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					43.39	49.536	25.423	25.84									5.0				Ma																											
Xitle Volcano (Mexico)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					19.33	19.33	260.83	260.83									5.0				Ma																											
Lesser Caucasus	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					41.361111	41.361111	43.267222	43.267222									5.0				Ma																											
Tepic-Zacoalco rift	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					20.6967	21.2803	255.306	255.9137									5.0				Ma																											
Possession Island (Indian Ocean)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					-46.468	-46.377	51.765	51.867									5.0				Ma																											
Azufre Volcano	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					-35.29	-35.25	289.48	289.48									5.0				Ma																											
La Guadeloupe (French West Indies)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					15.951	16.092	298.246	298.406									5.0				Ma																											
Tequila Volcanic Field (Mexico)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					20.685	20.91333333	255.025	256.2928333									5.0				Ma																											
Nunivak	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					60.0	60.0	193.5	193.5									5.0				Ma																											
Michoacan-Guanajuato volcanic field (Mexico)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					19.0	20.4	257.45	259.03									5.0				Ma																											
Jan Mayen (Norway)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					70.8464	79.52	13.33	351.8393									5.0				Ma																											
Central American Volcanic Arc (Costa Rica)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					9.748	10.7838	274.5742	276.2156									5.0				Ma																											
Azores (Portugal)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					37.7158	38.612235	28.75523	334.8647									5.0				Ma																											
Columbia River Basalt	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					46.03	46.525	242.418	242.942									5.0				Ma																											
Jokuldalur (Iceland)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					65.0	65.2446	344.4	344.79281									5.0				Ma																											
Java Islands (Indonesia)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					-8.1	-5.8	110.426	113.51									5.0				Ma																											
Georgian Plio-Quaternary Volcanic Provinces (Georgia)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					41.23	42.75	43.0	44.88									5.0				Ma																											
Nayarit (Mexico)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					21.67	21.67	254.8	254.8									5.0				Ma																											
Michoacan-Guanajuaro (Mexico)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					19.1	19.82	257.1	260.83									5.0				Ma																											
Hawaii (USA)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					18.978	21.57	201.73	204.8941									5.0				Ma																											
San Cristobal (Galapagos)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					-1.27433	-0.53667	269.458	270.584									5.0				Ma																											
Fernando de Noronha (Brazil)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					-3.8815	-3.812	327.5	327.617									5.0				Ma																											
Tenerife Canary Islands (Spain)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					28.293	28.348	343.118	343.176									5.0				Ma																											
British Columbia (Canada)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					49.83	52.17	233.38	240.25									5.0				Ma																											
Poike Volcano (Easter Island)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					-27.1	-27.1	250.67	250.67									5.0				Ma																											
Indian Heaven volcanic field (USA)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					45.85	46.135	238.1325	238.3433333									5.0				Ma																											
Ecuadorian volcanoes (Ecuador)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					-1.19	0.23	281.41	281.9									5.0				Ma																											
Loiyangalani (Kenya)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					-0.669833333	3.061333333	36.55083333	37.98966667									5.0				Ma																											
Zao Volcanic Group	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					38.114	38.223	140.388	140.537									5.0				Ma																											
Jorullo (Mexico)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					18.935	19.24	258.169	258.622									5.0				Ma																											
Los Tuxtlas volcanic field (Mexico)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					18.234	20.21	204.1	265.133									5.0				Ma																											
Deception Island (Antarctica)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					-63.012	-62.896	299.265	299.471									5.0				Ma																											
Patagonia (Argentina)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					-52.05	-46.7	287.87	290.83									5.0				Ma																											
Santo Antao (Cape Verde)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					17.08	17.08	334.72	334.72									5.0				Ma																											
Spain	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					36.89	38.46	358.0	358.92									5.0				Ma																											
Djavakheti Highland (Georgia)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					41.31	41.43	43.46	44.34									5.0				Ma																											
Reunion Island (Indian Ocean)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					-21.25	-21.09	55.47	55.69									5.0				Ma																											
Eastern Alkaline Province (Mexico)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					19.6	21.3	261.4	263.4									5.0				Ma																											
Trans-Mexican Volcanic Belt (Mexico)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					18.92558333	22.82	97.14976667	260.75									5.0				Ma																											
Canary Islands (Spain)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					27.947	28.378	343.212	344.583									5.0				Ma																											
Vulcano Vecchio (Italy)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					38.37	38.39	14.95	14.99									5.0				Ma																											
Mexico	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					19.03	27.28	246.97	260.83									5.0				Ma																											
Newer Volcanics Victoria (Australia)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					-38.4	-37.0	141.8	145.1									5.0				Ma																											
Sao Tome Island	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					0.031983333	0.406783333	6.48965	6.745416667									5.0				Ma																											
South Harghita Mountains (Romania)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					46.048933	46.3641	25.649183	25.957328									5.0				Ma																											
Persani Mountains (Romania)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					45.890317	46.0621	25.3026	25.409251									5.0				Ma																											
Michoacan-Guanajuato Volcanic Field (Mexico)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					19.13333333	20.5	257.4666667	259.1166667									5.0				Ma																											
Ceboruco-San Pedro Volcanic Field (Mexico)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					21.026	21.208	219.354	255.642									5.0				Ma																											
Andean Southern Volcanic Zone (Argentina)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					-36.5	-35.2	290.3	291.7									5.0				Ma																											
Velay Oriental French Massif Central	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					44.93	45.08	4.02	4.28									5.0				Ma																											
Antuco Volcano (Chile)	Outcrop				LP-DIR	10.1029/2024JB029502			Igneous:Extrusive	Not Specified					-41.30272	-37.3795	287.456949	288.6286									5.0				Ma																											
U1537	Submarine Site					10.1029/2023GC011325	IODP Expedition 382	JOIDES Resolution	Sedimentary	Deep Marine Sediments					-59.11	-59.11	319.09	319.09	-3713	-3713	Southern Ocean			Southern Ocean	Dove Basin				0	1300000	Years Cal BP																											
U1538	Submarine Site					10.1029/2023GC011325	IODP Expedition 382	JOIDES Resolution	Sedimentary	Deep Marine Sediments					-57.44	-57.44	316.64	316.64	-3131	-3131	Southern Ocean			Southern Ocean	Pirie Basin				0	1300000	Years Cal BP																											
Kalewa-Natma	Region					10.1144/SP549-2024-18			Sedimentary	Mudstone					23.2	23.4	94.29	94.33			Asia	Myanmar			Central Myanmar				14	16	Ma																								Miocene sediments Chindwin Basin			
Saw	Region					10.1144/SP549-2024-18			Sedimentary	Mudstone:Silty Mudstone					20.95	21.25	94.1	94.3			Asia	Myanmar			Central Myanmar				45	60	Ma																								Paleogene sediments Minbu Basin			
Miongse-Bahin	Region					10.1144/SP549-2024-18			Sedimentary	Silty Mudstone					21.6	21.8	94.6	94.9			Asia	Myanmar			Central Myanmar				39	43	Ma																								Eocene sediments Pondaung range			
Ngape - Dakton	Region					10.1144/SP549-2024-18			Sedimentary	Silty Mudstone:Volcaniclastic Sandstone					19.95	20.27	94.3	94.6			Asia	Myanmar			Central Myanmar				55	65	Ma																								Paleogene sediments Minbu Basin			
IBR road to Kennedy Peak	Region					10.1144/SP549-2024-18			Sedimentary	Silty Sandstone					23.19	23.25	93.8	93.9			Asia	Myanmar			Central Myanmar				45	65	Ma																								Paleogene sediments centralIBR			
Sidoktaya	Region					10.1144/SP549-2024-18			Sedimentary	Mudstone:Tuffaceous Mudstone					20.4	20.5	94.24	94.28			Asia	Myanmar			Central Myanmar				55	65	Ma																								Paleogene sediments Minbu Basin			
West belt ophiolite	Region					10.1144/SP549-2024-18			Sedimentary	Serpentinite					20.12	20.13	94.37	94.39			Asia	Myanmar			Central Myanmar				110	120	Ma																								West belt ophiolite           			
Taukyitaung	Region					10.1144/SP549-2024-18			Sedimentary	Silty Mudstone					21.24	21.24	94.79	94.8			Asia	Myanmar			Central Myanmar				25	35	Ma																								Olligocene sediments Minbu Basin			
Tilin	Region					10.1144/SP549-2024-18			Sedimentary	Mudstone					20.666	20.667	94.134	94.135			Asia	Myanmar			Central Myanmar				55	75	Ma																								Paleogene sediments  Minbu Basin			
IBR	Region					10.1144/SP549-2024-18			Sedimentary	Silty Sandstone					22.98	23.2	93.93	93.97			Asia	Myanmar			Central Myanmar				210	250	Ma																								Miocene sediments Corque Basin			
WBO - Yazagyo dam	Region					10.1144/SP549-2024-18			Sedimentary	Metabasalt:Metachert					23.538	23.539	94.101	94.102			Asia	Myanmar			Central Myanmar				110	120	Ma																								West belt ophiolite           			
Shwezataw Pagoda	Region					10.1144/SP549-2024-18			Sedimentary	Mudstone					20.041	20.044	94.58	94.59			Asia	Myanmar			Central Myanmar				20	40	Ma																								Eo-Oligocene sediments Minbu Basin			
Near Khirmanjo	Stratigraphic Section								Sedimentary	Redbeds					37.907	37.906	70.153	70.152											90	110	Ma																											
Near Ulugqat	Stratigraphic Section								Sedimentary	Redbeds					39.8474	39.8056	74.6874	74.5022											90	110	Ma																											
Nipokollur (Nordfjordur)	Region					10.1016/j.pepi.2009.07.013:10.1186/s40623-019-1060-4			Igneous	Basaltic Lava					65.157	65.157	346.344	346.344				Iceland							12	13	Ma																										ICEPMAG	
Skalamaelifell (Reykjanes)	Region					10.1016/j.pepi.2012.03.012:10.1186/s40623-019-1060-4			Igneous	Basaltic Lava					63.855	63.855	337.731	337.731				Iceland							0.0404	0.0404	Ma																										ICEPMAG	
Bleiksholl (Reykjanes)	Region					10.1016/j.pepi.2009.07.011:10.1186/s40623-019-1060-4			Igneous	Basaltic Lava::Lapilli Tephra:					63.8578	63.8855	337.6623	337.7103				Iceland							0.0429	0.0429	Ma																										ICEPMAG	
Einbui (Reykjanes)	Region					10.1016/j.pepi.2009.07.011:10.1186/s40623-019-1060-4			Igneous	Basaltic Lava::Lapilli Tephra:					63.8578	63.8855	337.6623	337.7103				Iceland							0.0429	0.0429	Ma																										ICEPMAG	
Fagradalsfjall (Reykjanes)	Region					10.1016/j.pepi.2009.07.011:10.1186/s40623-019-1060-4			Igneous	Basaltic Lava::Lapilli Tephra:					63.8578	63.8855	337.6623	337.7103				Iceland							0.0429	0.0429	Ma																										ICEPMAG	
Festarfjall (Reykjanes)	Region					10.1016/j.pepi.2009.07.011:10.1186/s40623-019-1060-4			Igneous	Basaltic Lava::Lapilli Tephra:					63.8578	63.8855	337.6623	337.7103				Iceland							0.0429	0.0429	Ma																										ICEPMAG	
Natthagakriki (Reykjanes)	Region					10.1016/j.pepi.2009.07.011:10.1186/s40623-019-1060-4			Igneous	Basaltic Lava::Lapilli Tephra:					63.8578	63.8855	337.6623	337.7103				Iceland							0.0429	0.0429	Ma																										ICEPMAG	
Siglubergshals (Reykjanes)	Region					10.1016/j.pepi.2009.07.011:10.1186/s40623-019-1060-4			Igneous	Basaltic Lava::Lapilli Tephra:					63.8578	63.8855	337.6623	337.7103				Iceland							0.0429	0.0429	Ma																										ICEPMAG	
Yangjiaping	Stratigraphic Section	Lengjiaxi Group	LJA_geo	a		10.22541/ESSOAR.169504475.59949183/V1			Sedimentary	Sandstone					29.97	29.97	110.73	110.73											83	120	Ma	0	24.6	58.26	2.43	269.26				14																		
Yangjiaping	Stratigraphic Section	Lengjiaxi Group	LJA_strat	a		10.22541/ESSOAR.169504475.59949183/V1			Sedimentary	Sandstone					29.97	29.97	110.73	110.73											83	120	Ma	100	7.8	-22.16	2.43	269.26				14																		
Yangjiaping	Stratigraphic Section	Laoshanya Formation	LSA_geo	a		10.22541/ESSOAR.169504475.59949183/V1			Sedimentary	Sandstone					29.97	29.97	110.73	110.73											83	120	Ma	0	24.5	55.91	0.83	29.31				1002																		
Yangjiaping	Stratigraphic Section	Laoshanya Formation	LSA_strat	a		10.22541/ESSOAR.169504475.59949183/V1			Sedimentary	Sandstone					29.97	29.97	110.73	110.73											83	120	Ma	100	5.94	4.14	0.83	29.31				1002																		
Yangjiaping	Stratigraphic Section	Laoshanya Formation	LSB_geo	a		10.22541/ESSOAR.169504475.59949183/V1			Sedimentary	Sandstone					29.97	29.97	110.73	110.73											420	460	Ma	0	33.8	-61.9	3.7	15.8				100																		
Yangjiaping	Stratigraphic Section	Laoshanya Formation	LSB_strat	a		10.22541/ESSOAR.169504475.59949183/V1			Sedimentary	Sandstone					29.97	29.97	110.73	110.73											420	460	Ma	100	133.8	-46.9	3.7	15.8				100																		
Yangjiaping	Stratigraphic Section	Laoshanya Formation	LSC_geo	a		10.22541/ESSOAR.169504475.59949183/V1			Sedimentary	Sandstone					29.97	29.97	110.73	110.73											804	809	Ma	0	149.4	42.5	2.8	33.6				81																		
Yangjiaping	Stratigraphic Section	Laoshanya Formation	LSC_strat	a		10.22541/ESSOAR.169504475.59949183/V1			Sedimentary	Sandstone					29.97	29.97	110.73	110.73											804	809	Ma	100	30.3	73.8	2.8	33.6				81																		
Yangjiaping	Stratigraphic Section	Laoshanya Formation	LSC_geo_filt	a		10.22541/ESSOAR.169504475.59949183/V1			Sedimentary	Sandstone					29.97	29.97	110.73	110.73											804	809	Ma	0	150.9	43.4	3.1	48.3				44																		
Yangjiaping	Stratigraphic Section	Laoshanya Formation	LSC_strat_filt	a		10.22541/ESSOAR.169504475.59949183/V1			Sedimentary	Sandstone					29.97	29.97	110.73	110.73											804	809	Ma	100	25.4	74.1	3.1	48.3				44																		
Vredefort Impact Structure	Outcrop				LP-T:LP-NO:LP-AF:LP-HYS:LP-IMT:LP-MW	10.1093/GJI/GGAF305			Sedimentary:Metamorphic	Slate:Mudstone					-26.94711	-26.84128	27.281	27.607528									2.02		2.02	2.9	Ga																											
Qimugen	Outcrop					10.1029/2007TC002155			Sedimentary	Redbeds					38.40325	76.37808333333334	76.36358333333334	38.40902777777778									300		290	310	Ma																											
Kuche	Outcrop					10.1029/2007TC002155			Sedimentary	Marine Marls					42.11313888888889	42.14197222222222	83.10694444444445	83.36883333333333									168.8		163.5	174.1	Ma																											
Hekla	Region					10.1111/j.1365-246X.2008.03740.x:10.1186/s40623-019-1060-4			Igneous	Not Specified					63.9405	65.4373	340.2559	343.4873				Iceland							-5e-05	0.000221	Ma																										ICEPMAG	
Krafla	Region					10.1111/j.1365-246X.2008.03740.x:10.1186/s40623-019-1060-4			Igneous	Not Specified					63.9405	65.4373	340.2559	343.4873				Iceland							-5e-05	0.000221	Ma																										ICEPMAG	
b11_25M	Laboratory					10.1029/2019GC008217			Synthetic	Synthetic					43.0389	43.0389	277.0935	277.0935									2014				Years Cal AD (+/-)																											
b11_35M	Laboratory					10.1029/2019GC008217			Synthetic	Synthetic					43.0389	43.0389	277.0935	277.0935									2014				Years Cal AD (+/-)																											
b13_35H	Laboratory					10.1029/2019GC008217			Synthetic	Synthetic					43.0389	43.0389	277.0935	277.0935									2014				Years Cal AD (+/-)																											
b13_35L	Laboratory					10.1029/2019GC008217			Synthetic	Synthetic					43.0389	43.0389	277.0935	277.0935									2014				Years Cal AD (+/-)																											
b14_60P	Laboratory					10.1029/2019GC008217			Synthetic	Synthetic					43.0389	43.0389	277.0935	277.0935									2014				Years Cal AD (+/-)																											
b11_30MMn	Laboratory					10.1029/2019GC008217			Synthetic	Synthetic					43.0389	43.0389	277.0935	277.0935									2014				Years Cal AD (+/-)																											
b12_35M	Laboratory					10.1029/2019GC008217			Synthetic	Synthetic					43.0389	43.0389	277.0935	277.0935									2014				Years Cal AD (+/-)																											
b12_25M	Laboratory					10.1029/2019GC008217			Synthetic	Synthetic					43.0389	43.0389	277.0935	277.0935									2014				Years Cal AD (+/-)																											
b12_30M	Laboratory					10.1029/2019GC008217			Synthetic	Synthetic					43.0389	43.0389	277.0935	277.0935									2014				Years Cal AD (+/-)																											
b14_40P	Laboratory					10.1029/2019GC008217			Synthetic	Synthetic					43.0389	43.0389	277.0935	277.0935									2014				Years Cal AD (+/-)																											
b14_50L	Laboratory					10.1029/2019GC008217			Synthetic	Synthetic					43.0389	43.0389	277.0935	277.0935									2014				Years Cal AD (+/-)																											
b13_35P	Laboratory					10.1029/2019GC008217			Synthetic	Synthetic					43.0389	43.0389	277.0935	277.0935									2014				Years Cal AD (+/-)																											
site MY33 - Yaw Fm	Region								Sedimentary	Siderite Mudstone:Mudstone					23.2	23.3	94.2	94.3											36.0000 	40.0000 	Ma																											
site MY32 - Yaw Fm	Region								Sedimentary	Siderite Mudstone:Mudstone					23.2	23.3	94.2	94.3											36.0000 	40.0000 	Ma																											
Kalewa section - Tonhe Fm	Region								Sedimentary	Mudstone					23.2	23.3	94.2	94.3											23.0000 	28.0000 	Ma																											
Kalewa section - Letkat Fm	Region								Sedimentary	Siltstone					23.2	23.3	94.2	94.3											17.0000 	20.0000 	Ma																											
Kalewa section - Yaw Fm	Region								Sedimentary	Siderite Mudstone:Mudstone					23.2	23.3	94.2	94.3											36.0000 	40.0000 	Ma																											
Ledong	Outcrop				GM-UPB-MA-206	this study			Sedimentary	Marls:Sandstone					18.8	18.8	109.2	109.2			Asia	China	Hainan				106.6	0.3	106.3	106.9	Ma																											Jun Meng
Qionghai	Outcrop				GM-UPB-MA-206	this study			Sedimentary	Diabase:Sandstone					19.1	19.1	110.4	110.4			Asia	China	Hainan				104.6	0.7	103.9	105.3	Ma																											Jun Meng
Changjiang	Outcrop				GM-UPB-MA-206	10.1017/S0016756820001211:this study			Sedimentary	Diabase					19.3	19.3	108.9	108.9			Asia	China	Hainan				94		94	94	Ma																											
Sanya	Outcrop				GM-UPB-MA-206	10.1017/S0016756820001211:this study			Sedimentary	Diabase					18.4	18.4	109.4	109.4			Asia	China	Hainan				93	2	91	95	Ma																											
